SchoolYear,County_Name,District_BEDS_Code,District_Name,School_BEDS_Code,Location_Name,Public_Immigrant_Student_Cnt
06/30/2021,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,342900011326,CAMBRIA HEIGHTS ACADEMY,44
06/30/2021,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,342900011327,EAGLE ACADEMY FOR YOUNG MEN III,9
06/30/2021,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,342900011492,MATH/SCIENCE RESEARCH/TECH MAGNET,112
06/30/2021,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,342900011498,HUMANITIES & ARTS MAGNET HS,48
06/30/2021,QUEENS,342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTE,342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTE,26
06/30/2021,QUEENS,342900860974,RIVERTON STREET CHARTER SCHOOL,342900860974,RIVERTON STREET CHARTER SCHOOL,15
06/30/2021,QUEENS,342900861077,SUCCESS ACADEMY CS - ROSEDALE,342900861077,SUCCESS ACADEMY CS - ROSEDALE,30
06/30/2021,QUEENS,342900861078,SUCCESS ACADEMY CS - SPRINGFIELD,342900861078,SUCCESS ACADEMY CS - SPRINGFIELD,32
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010002,PS 2 ALFRED ZIMBERG,48
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010010,IS 10 HORACE GREELEY,50
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010011,PS 11 KATHRYN PHELAN,85
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010017,PS 17 HENRY DAVID THOREAU,47
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010069,PS 69 JACKSON HEIGHTS,108
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010070,PS 70,86
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010076,PS 76 WILLIAM HALLET,19
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010078,PS/IS 78,91
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010084,PS 84 STEINWAY,28
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010085,PS 85 JUDGE CHARLES VALLONE,43
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010092,PS 92 HARRY T STEWART SR,79
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010111,PS 111 JACOB BLACKWELL,19
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010112,PS 112 DUTCH KILLS,29
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010122,PS 122 MAMIE FAY,101
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010126,ALBERT SHANKER SCH-VISUAL/PERF ARTS,17
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010127,PS 127 AEROSPACE SCIENCE MAGNET,137
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010141,IS 141 STEINWAY (THE),72
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010145,IS 145 JOSEPH PULITZER,155
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010148,PS 148,85
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010149,PS 149 CHRISTA MCAULIFFE,80
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010150,PS 150,54
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010151,PS 151 MARY D CARTER,19
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010152,PS 152 GWENDOLINE N ALLEYNE,99
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010166,PS 166 HENRY GRADSTEIN,62
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010171,PS 171 PETER G VAN ALST,37
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010204,IS 204 OLIVER W HOLMES,21
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010212,PS 212,68
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010222,PS 222-FF CHRISTOPHER A SANTORA,31
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010228,IVAN LAFAYETTE EARLY CHILDHOOD SCHOO,21
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010230,IS 230,88
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010234,PS 234,25
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010235,ACADEMY FOR NEW AMERICANS,89
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010280,PS 280,63
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010291,HUNTERS POINT COMMUNITY MIDDLE,s
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010300,30TH AVENUE SCHOOL (THE),10
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010329,EAST ELMHURST COMMUNITY SCHOOL,41
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010361,WOODSIDE COMMUNITY SCHOOL (THE),32
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010384,PS 384,16
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010398,PS 398,14
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000010666,PK - NYC GEO DIST # 30 - QUEENS,11
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011227,IS 227 LOUIS ARMSTRONG,28
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011258,ENERGY TECH HIGH SCHOOL,19
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011286,YOUNG WOMENS LEADERSHIP SCHOOL,s
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011301,ACAD FOR CAREERS IN TELEVISION-FILM,13
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011445,WILLIAM CULLEN BRYANT HIGH SCHOOL,285
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011450,LONG ISLAND CITY HIGH SCHOOL,103
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011501,FRANK SINATRA SCHOOL OF THE ARTS HS,5
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011502,INFORMATION TECHNOLOGY HIGH SCHOOL,26
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011555,NEWCOMERS HIGH SCHOOL,596
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011575,ACADEMY OF AMERICAN STUDIES,19
06/30/2021,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,343000011580,BACCALAUREATE SCHOOL-GLOBAL ED,5
06/30/2021,QUEENS,343000860822,RENAISSANCE CHARTER SCHOOL,343000860822,RENAISSANCE CHARTER SCHOOL,18
06/30/2021,QUEENS,343000860836,OUR WORLD NEIGHBORHOOD CHARTER SCHOO,343000860836,OUR WORLD NEIGHBORHOOD CHARTER SCHOO,18
06/30/2021,QUEENS,343000860932,VOICE CHARTER SCHOOL OF NEW YORK,343000860932,VOICE CHARTER SCHOOL OF NEW YORK,15
06/30/2021,QUEENS,343000860952,GROWING UP GREEN CHARTER SCHOOL,343000860952,GROWING UP GREEN CHARTER SCHOOL,27
06/30/2021,QUEENS,343000860998,ACADEMY OF THE CITY CHARTER SCHOOL,343000860998,ACADEMY OF THE CITY CHARTER SCHOOL,13
06/30/2021,RENSSELAER,490202040000,BRUNSWICK CSD (BRITTONKILL),490202040002,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,s
06/30/2021,RENSSELAER,490202040000,BRUNSWICK CSD (BRITTONKILL),490202040003,TAMARAC ELEMENTARY SCHOOL,s
06/30/2021,RENSSELAER,490301060000,EAST GREENBUSH CSD,490301060003,GREEN MEADOW SCHOOL,s
06/30/2021,RENSSELAER,490301060000,EAST GREENBUSH CSD,490301060005,CITIZEN EDMOND GENET SCHOOL,16
06/30/2021,RENSSELAER,490301060000,EAST GREENBUSH CSD,490301060006,RED MILL SCHOOL,s
06/30/2021,RENSSELAER,490301060000,EAST GREENBUSH CSD,490301060007,COLUMBIA HIGH SCHOOL,6
06/30/2021,RENSSELAER,490301060000,EAST GREENBUSH CSD,490301060008,HOWARD L GOFF SCHOOL,s
06/30/2021,RENSSELAER,490501060000,HOOSICK FALLS CSD,490501060002,HOOSICK FALLS ELEMENTARY SCHOOL,s
06/30/2021,RENSSELAER,490601060000,LANSINGBURGH CSD,490601060002,KNICKERBACKER MIDDLE SCHOOL,s
06/30/2021,RENSSELAER,490601060000,LANSINGBURGH CSD,490601060003,LANSINGBURGH SENIOR HIGH SCHOOL,s
06/30/2021,RENSSELAER,490601060000,LANSINGBURGH CSD,490601060008,TURNPIKE ELEMENTARY SCHOOL,7
06/30/2021,RENSSELAER,490601060000,LANSINGBURGH CSD,490601060009,RENSSELAER PARK ELEMENTARY SCHOOL,s
06/30/2021,RENSSELAER,491200010000,RENSSELAER CITY SD,491200010006,VAN RENSSELAER ELEMENTARY SCHOOL,16
06/30/2021,RENSSELAER,491200010000,RENSSELAER CITY SD,491200010007,RENSSELAER JUNIOR/SENIOR HIGH,5
06/30/2021,RENSSELAER,491302060000,AVERILL PARK CSD,491302060005,WEST SAND LAKE ELEMENTARY SCHOOL,s
06/30/2021,RENSSELAER,491302060000,AVERILL PARK CSD,491302060006,ALGONQUIN MIDDLE SCHOOL,s
06/30/2021,RENSSELAER,491700010000,TROY CITY SD,491700010014,PS 14,17
06/30/2021,RENSSELAER,491700010000,TROY CITY SD,491700010016,PS 16,s
06/30/2021,RENSSELAER,491700010000,TROY CITY SD,491700010018,PS 18,14
06/30/2021,RENSSELAER,491700010000,TROY CITY SD,491700010019,TROY HIGH SCHOOL,24
06/30/2021,RENSSELAER,491700010000,TROY CITY SD,491700010020,CARROLL HILL SCHOOL,s
06/30/2021,RENSSELAER,491700010000,TROY CITY SD,491700010021,TROY MIDDLE SCHOOL,13
06/30/2021,RENSSELAER,491700010000,TROY CITY SD,491700010666,PK - TROY CITY SD,s
06/30/2021,RENSSELAER,499000000000,QUESTAR III (R-C-G) BOCES,499000000000,QUESTAR III (R-C-G) BOCES,s
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010001,PS 1 TOTTENVILLE,s
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010002,IS 2 GEORGE L EGBERT,43
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010003,PS 3 MARGARET GIOIOSA SCHOOL (THE),11
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010004,PS 4 MAURICE WOLLIN,19
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010005,PS 5 HUGUENOT,5
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010006,PS 6 CPL ALLAN F KIVLEHAN SCHOOL,5
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010007,IS 7 ELIAS BERNSTEIN,16
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010008,PS 8 SHIRLEE SOLOMON,16
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010009,NAPLES STREET ELEMENTARY SCHOOL,s
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010010,FORT HILL COLLABORATIVE ELEMENTARY,12
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010011,PS 11 THOMAS DONGAN SCHOOL,16
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010013,PS 13 M L LINDEMEYER,40
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010016,PS 16 JOHN J DRISCOLL,42
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010018,PS 18 JOHN G WHITTIER,26
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010019,PS 19 CURTIS SCHOOL (THE),26
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010020,PS 20 PORT RICHMOND,24
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010021,PS 21 MARGARET EMERY-ELM PARK,18
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010022,PS 22 GRANITEVILLE,42
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010023,PS 23 RICHMONDTOWN,14
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010024,IS 24 MYRA S BARNES,21
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010026,PS 26 CARTERET SCHOOL (THE),7
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010027,IS 27 ANNING S PRALL,51
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010028,EAGLE ACADEMY FOR YOUNG MEN,10
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010029,PS 29 BARDWELL,28
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010030,PS 30 WESTERLEIGH,14
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010031,PS 31 WILLIAM T DAVIS,6
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010032,PS 32 GIFFORD SCHOOL (THE),21
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010034,IS 34 TOTTENVILLE,10
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010035,PS 35 CLOVE VALLEY SCHOOL (THE),15
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010036,PS 36 J C DRUMGOOLE,16
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010038,PS 38 GEORGE CROMWELL,22
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010039,PS 39 FRANCIS J MURPHY JR,42
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010041,STEPHANIE A VIERNO SCHOOL (THE),50
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010042,PS 42 ELTINGVILLE,31
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010044,PS 44 THOMAS C BROWN,26
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010045,PS 45 JOHN TYLER,32
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010046,PS 46 ALBERT V MANISCALCO,11
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010048,PS 48 WILLIAM G WILCOX,28
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010049,IS 49 BERTA A DREYFUS,37
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010050,PS 50 FRANK HANKINSON,31
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010051,IS 51 EDWIN MARKHAM,49
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010052,PS 52 JOHN C THOMPSON,31
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010053,BARBARA ESSELBORN SCHOOL (THE),30
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010054,PS 54 CHARLES W LENG,44
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010055,PS 55 HENRY M BOEHM,15
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010056,PS 56 LOUIS DESARIO SCHOOL (THE),12
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010057,PS 57 HUBERT H HUMPHREY,44
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010058,SPACE SHUTTLE COLUMBIA SCHOOL,27
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010059,HARBOR VIEW SCHOOL (THE),s
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010060,PS 60 ALICE AUSTEN,33
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010061,IS 61 WILLIAM A MORRIS,41
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010062,KATHLEEN GRIMM SCHOOL FOR LEADERSHIP,10
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010063,MARSH AVE SCH FOR EXPEDITIONARY LRN,s
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010065,PS 65 ACAD OF INNOVATIVE LEARNING,13
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010068,PORT RICHMOND SCHOOL FOR VISIONARY,12
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010069,PS 69 DANIEL D TOMPKINS,54
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010072,IS 72 ROCCO LAURIE,69
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010074,PS 74 FUTURE LEADERS ELEMENTARY,18
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010075,IS 75 FRANK D PAULO,23
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010078,PS 78,33
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010666,PK - NYC GEO DIST # 31 - STATEN IS,17
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100010861,STATEN ISLAND SCH-CIVIC LEADERSHIP,32
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011047,CSI HS-INTERNATIONAL STUDIES,8
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011064,GAYNOR MCCOWN EXPEDITIONARY LEARNING,s
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011080,MICHAEL J PETRIDES SCHOOL (THE),14
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011440,NEW DORP HIGH SCHOOL,153
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011445,PORT RICHMOND HIGH SCHOOL,109
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011450,CURTIS HIGH SCHOOL,149
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011455,TOTTENVILLE HIGH SCHOOL,75
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011460,SUSAN E WAGNER HIGH SCHOOL,116
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011600,RALPH R MCKEE CAREER-TECH HIGH SCH,10
06/30/2021,RICHMOND,353100010000,NYC GEOG DIST #31 - STATEN ISLAND,353100011605,STATEN ISLAND TECH HIGH SCHOOL,s
06/30/2021,RICHMOND,353100860959,JOHN W LAVELLE PREP CHARTER SCHOOL,353100860959,JOHN W LAVELLE PREP CHARTER SCHOOL,10
06/30/2021,RICHMOND,353100860984,NEW WORLD PREP CHARTER SCHOOL,353100860984,NEW WORLD PREP CHARTER SCHOOL,28
06/30/2021,RICHMOND,353100861083,NEW VENTURES CHARTER SCHOOL,353100861083,NEW VENTURES CHARTER SCHOOL,s
06/30/2021,RICHMOND,353100861136,LOIS AND RICHARD NICOTRA EARLY COLLE,353100861136,LOIS AND RICHARD NICOTRA EARLY COLLE,5
06/30/2021,RICHMOND,353100861144,BRIDGE PREPARATORY CHARTER SCHOOL,353100861144,BRIDGE PREPARATORY CHARTER SCHOOL,s
06/30/2021,RICHMOND,353100861175,HELLENIC CLASSICAL CS -STATEN ISLAND,353100861175,HELLENIC CLASSICAL CS -STATEN ISLAND,s
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060002,BARDONIA ELEMENTARY SCHOOL,s
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060006,LAUREL PLAINS ELEMENTARY SCHOOL,s
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060007,LINK ELEMENTARY SCHOOL,6
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060008,NEW CITY ELEMENTARY SCHOOL,s
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060010,WEST NYACK ELEMENTARY SCHOOL,5
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060011,CLARKSTOWN NORTH SENIOR HIGH SCHOOL,29
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060014,LAKEWOOD ELEMENTARY SCHOOL,10
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060015,WOODGLEN ELEMENTARY SCHOOL,7
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060016,STRAWTOWN ELEMENTARY SCHOOL,s
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060019,CLARKSTOWN SOUTH SENIOR HIGH SCHOOL,s
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060022,FELIX FESTA DETERMINATION MIDDLE SCH,6
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060023,FELIX FESTA CHARACTER MIDDLE SCHOOL,7
06/30/2021,ROCKLAND,500101060000,CLARKSTOWN CSD,500101060024,FELIX FESTA ACHIEVEMENT MIDDLE SCH,s
06/30/2021,ROCKLAND,500108030000,NANUET UFSD,500108030001,HIGHVIEW ELEMENTARY SCHOOL,7
06/30/2021,ROCKLAND,500108030000,NANUET UFSD,500108030002,GEORGE W MILLER ELEMENTARY SCHOOL,11
06/30/2021,ROCKLAND,500108030000,NANUET UFSD,500108030003,A MACARTHUR BARR MIDDLE SCH,10
06/30/2021,ROCKLAND,500108030000,NANUET UFSD,500108030004,NANUET SENIOR HIGH SCHOOL,23
06/30/2021,ROCKLAND,500108030000,NANUET UFSD,500108030005,A MACARTHUR BARR MS 5-6 ACADEMY,7
06/30/2021,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201060001,WILLOW GROVE ELEMENTARY SCHOOL,12
06/30/2021,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201060004,STONY POINT ELEMENTARY SCHOOL,21
06/30/2021,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201060008,JAMES A FARLEY ELEMENTARY SCHOOL,s
06/30/2021,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201060009,NORTH ROCKLAND HIGH SCHOOL,184
06/30/2021,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201060010,HAVERSTRAW ELEMENTARY SCHOOL,89
06/30/2021,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201060011,THIELLS ELEMENTARY SCHOOL,41
06/30/2021,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201060012,WEST HAVERSTRAW ELEMENTARY SCHOOL,59
06/30/2021,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201060013,FIELDSTONE MIDDLE SCHOOL,53
06/30/2021,ROCKLAND,500201060000,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201060777,HB - HAVERSTRAW-STONY POINT CSD,s
06/30/2021,ROCKLAND,500301060000,SOUTH ORANGETOWN CSD,500301060006,WILLIAM O SCHAEFER ELEMENTARY SCHOOL,10
06/30/2021,ROCKLAND,500301060000,SOUTH ORANGETOWN CSD,500301060007,TAPPAN ZEE HIGH SCHOOL,26
06/30/2021,ROCKLAND,500301060000,SOUTH ORANGETOWN CSD,500301060008,SOUTH ORANGETOWN MIDDLE SCHOOL,12
06/30/2021,ROCKLAND,500301060000,SOUTH ORANGETOWN CSD,500301060009,COTTAGE LANE ELEMENTARY SCHOOL,12
06/30/2021,ROCKLAND,500304030000,NYACK UFSD,500304030002,LIBERTY ELEMENTARY SCHOOL,27
06/30/2021,ROCKLAND,500304030000,NYACK UFSD,500304030004,UPPER NYACK SCHOOL,s
06/30/2021,ROCKLAND,500304030000,NYACK UFSD,500304030005,VALLEY COTTAGE SCHOOL,10
06/30/2021,ROCKLAND,500304030000,NYACK UFSD,500304030006,NYACK SENIOR HIGH SCHOOL,32
06/30/2021,ROCKLAND,500304030000,NYACK UFSD,500304030007,NYACK MIDDLE SCHOOL,17
06/30/2021,ROCKLAND,500308030000,PEARL RIVER UFSD,500308030008,PEARL RIVER HIGH SCHOOL,14
06/30/2021,ROCKLAND,500308030000,PEARL RIVER UFSD,500308030009,PEARL RIVER MIDDLE SCHOOL,8
06/30/2021,ROCKLAND,500308030000,PEARL RIVER UFSD,500308030010,FRANKLIN AVENUE SCHOOL,15
06/30/2021,ROCKLAND,500401060000,SUFFERN CSD,500401060001,CHERRY LANE ELEMENTARY SCHOOL,14
06/30/2021,ROCKLAND,500401060000,SUFFERN CSD,500401060002,RICHARD P CONNOR ELEMENTARY SCHOOL,21
06/30/2021,ROCKLAND,500401060000,SUFFERN CSD,500401060004,SLOATSBURG ELEMENTARY SCHOOL,7
06/30/2021,ROCKLAND,500401060000,SUFFERN CSD,500401060009,SUFFERN SENIOR HIGH SCHOOL,94
06/30/2021,ROCKLAND,500401060000,SUFFERN CSD,500401060010,MONTEBELLO ROAD SCHOOL,21
06/30/2021,ROCKLAND,500401060000,SUFFERN CSD,500401060011,SUFFERN MIDDLE SCHOOL,33
06/30/2021,ROCKLAND,500401060000,SUFFERN CSD,500401060012,VIOLA ELEMENTARY SCHOOL,12
